label,tid,lat_lon,date_time
E,7,50.082 3.76215,1970-01-01 01:11:31
E,7,50.0823 3.76215,1970-01-01 01:13:17
E,7,50.0817 3.76185,1970-01-01 01:16:44
E,7,50.0805 3.76155,1970-01-01 01:20:16
E,7,50.0811 3.76215,1970-01-01 01:22:01
E,7,50.0763 3.76395,1970-01-01 01:23:42
E,7,50.0703 3.76125,1970-01-01 01:25:28
E,7,50.0703 3.75915,1970-01-01 01:32:40
E,7,50.0736 3.75795,1970-01-01 01:37:55
E,7,50.0703 3.75825,1970-01-01 01:44:32
E,7,50.0709 3.75765,1970-01-01 01:46:13
E,7,50.0781 3.77325,1970-01-01 01:51:38
E,7,50.0778 3.77385,1970-01-01 01:53:29
E,7,50.0769 3.78105,1970-01-01 02:05:38
E,7,50.076 3.78075,1970-01-01 02:07:26
E,7,50.0715 3.77955,1970-01-01 02:32:16
E,7,50.0799 3.77715,1970-01-01 02:33:56
E,7,50.0931 3.77595,1970-01-01 02:42:57
E,7,50.0937 3.77295,1970-01-01 02:44:38
E,7,50.0931 3.77175,1970-01-01 02:46:24
E,7,50.1045 3.77115,1970-01-01 02:55:10
E,7,50.0988 3.76155,1970-01-01 03:00:11
E,7,50.0979 3.76035,1970-01-01 03:02:01
E,7,50.0946 3.74985,1970-01-01 03:09:16
E,7,50.0925 3.74475,1970-01-01 03:12:45
E,7,50.0952 3.74325,1970-01-01 03:18:08
E,7,50.0988 3.74805,1970-01-01 03:21:35
E,7,50.0988 3.76095,1970-01-01 03:27:00
E,7,50.1015 3.76455,1970-01-01 03:34:05
E,7,50.1 3.76905,1970-01-01 03:35:50
E,7,50.0772 3.76755,1970-01-01 03:39:23
E,7,50.085 3.78705,1970-01-01 03:44:43
E,7,50.0862 3.79155,1970-01-01 03:46:24
E,7,50.0751 3.78675,1970-01-01 03:48:07
E,7,50.1054 3.77475,1970-01-01 04:00:39
E,7,50.1066 3.76935,1970-01-01 04:09:20
E,7,50.1084 3.76305,1970-01-01 04:11:01
E,7,50.1087 3.76305,1970-01-01 04:12:48
E,7,50.1111 3.76365,1970-01-01 04:18:22
E,7,50.1027 3.77775,1970-01-01 04:20:04
E,7,50.0943 3.74895,1970-01-01 04:28:55
E,7,50.0937 3.74445,1970-01-01 04:34:10
E,7,50.0952 3.74385,1970-01-01 04:35:52
E,7,50.0847 3.74625,1970-01-01 04:44:53
E,7,50.085 3.74535,1970-01-01 04:46:37
E,7,50.0943 3.74505,1970-01-01 04:48:26
E,7,50.0934 3.74565,1970-01-01 04:51:32
E,7,50.0955 3.74475,1970-01-01 04:54:04
E,7,50.0961 3.74355,1970-01-01 05:13:20
E,7,50.0988 3.74445,1970-01-01 05:29:10
E,7,50.0973 3.74295,1970-01-01 05:30:58
E,7,50.0961 3.74415,1970-01-01 05:34:25
E,7,50.0994 3.74895,1970-01-01 05:37:56
E,7,50.1 3.74865,1970-01-01 05:40:28
E,7,50.0997 3.74775,1970-01-01 05:47:17
E,7,50.0997 3.74775,1970-01-01 05:50:52
E,7,50.0973 3.74745,1970-01-01 06:01:26
E,7,50.0967 3.74685,1970-01-01 06:03:11
E,7,50.0967 3.74865,1970-01-01 06:06:48
E,7,50.097 3.75105,1970-01-01 06:10:05
E,7,50.0919 3.75915,1970-01-01 06:11:46
E,7,50.0946 3.75495,1970-01-01 06:15:26
E,7,50.0991 3.74655,1970-01-01 06:19:07
E,7,50.1153 3.75075,1970-01-01 06:20:50
E,7,50.13 3.75135,1970-01-01 06:31:40
E,7,50.1228 3.75765,1970-01-01 06:36:38
E,7,50.1267 3.75555,1970-01-01 06:50:58
E,7,50.1273 3.75465,1970-01-01 06:52:47
E,7,50.127 3.75465,1970-01-01 06:54:36
E,7,50.1171 3.76035,1970-01-01 06:57:55
E,7,50.1177 3.75825,1970-01-01 07:06:59
E,7,50.118 3.75585,1970-01-01 07:10:31
E,7,50.1171 3.75405,1970-01-01 07:12:17
E,7,50.1216 3.75345,1970-01-01 07:17:40
E,7,50.124 3.75015,1970-01-01 07:21:42
E,7,50.1216 3.75075,1970-01-01 07:32:27
E,7,50.1207 3.74895,1970-01-01 07:34:28
E,7,50.1315 3.74895,1970-01-01 07:36:57
E,7,50.1315 3.74865,1970-01-01 07:38:20
E,7,50.127 3.74835,1970-01-01 07:40:14
E,7,50.127 3.74595,1970-01-01 07:44:00
E,7,50.1054 3.74535,1970-01-01 07:45:47
E,7,50.0946 3.75825,1970-01-01 07:47:34
E,7,50.0952 3.75885,1970-01-01 07:49:36
E,7,50.0952 3.75885,1970-01-01 07:51:47
E,7,50.0943 3.75855,1970-01-01 07:53:57
E,7,50.0946 3.75795,1970-01-01 07:55:47
E,7,50.1003 3.75525,1970-01-01 08:07:50
E,7,50.1 3.75945,1970-01-01 08:09:41
E,7,50.076 3.75855,1970-01-01 08:11:29
E,7,50.0616 3.77055,1970-01-01 08:15:34
E,7,50.0613 3.76845,1970-01-01 08:17:48
E,7,50.0622 3.77205,1970-01-01 08:19:39
E,7,50.0649 3.76875,1970-01-01 08:21:32
E,7,50.0646 3.76815,1970-01-01 08:23:25
E,7,50.0649 3.76935,1970-01-01 08:25:19
E,7,50.0688 3.76995,1970-01-01 08:27:59
E,7,50.0682 3.76935,1970-01-01 08:30:02
E,7,50.0601 3.76755,1970-01-01 08:37:39
E,7,50.0598 3.76635,1970-01-01 08:39:47
E,7,50.0598 3.76995,1970-01-01 08:41:56
E,7,50.058 3.76845,1970-01-01 08:43:49
E,7,50.0799 3.74955,1970-01-01 08:47:37
E,7,50.0823 3.74865,1970-01-01 08:49:33
E,7,50.0823 3.74925,1970-01-01 08:51:32
E,7,50.0826 3.75105,1970-01-01 08:57:16
E,7,50.0922 3.75615,1970-01-01 08:59:05
E,7,50.0985 3.76035,1970-01-01 09:03:20
E,7,50.0976 3.76125,1970-01-01 09:07:28
E,7,50.0928 3.77085,1970-01-01 09:09:23
E,7,50.0925 3.76875,1970-01-01 09:11:16
E,7,50.0916 3.76875,1970-01-01 09:13:15
E,7,50.0916 3.76935,1970-01-01 09:15:12
E,7,50.091 3.77055,1970-01-01 09:17:18
E,7,50.0871 3.76875,1970-01-01 09:21:06
E,7,50.0901 3.77205,1970-01-01 09:22:52
E,7,50.0865 3.77535,1970-01-01 09:24:48
E,7,50.085 3.77835,1970-01-01 09:26:57
E,7,50.0871 3.77385,1970-01-01 09:31:06
E,7,50.0928 3.77175,1970-01-01 09:34:52
E,7,50.0925 3.77115,1970-01-01 09:36:48
E,7,50.0928 3.77235,1970-01-01 09:38:48
E,7,50.0895 3.78225,1970-01-01 09:40:48
E,7,50.0913 3.78285,1970-01-01 09:42:48
E,7,50.0916 3.78525,1970-01-01 09:44:43
E,7,50.0967 3.78765,1970-01-01 09:46:37
E,7,50.0967 3.78495,1970-01-01 09:48:26
E,7,50.0958 3.78285,1970-01-01 09:54:45
E,7,50.0925 3.78225,1970-01-01 09:58:34
E,7,50.0925 3.78255,1970-01-01 10:00:31
E,7,50.0916 3.78135,1970-01-01 10:02:32
E,7,50.0904 3.78195,1970-01-01 10:05:43
E,7,50.0802 3.78165,1970-01-01 10:11:28
E,7,50.0832 3.77895,1970-01-01 10:13:26
E,7,50.0832 3.77955,1970-01-01 10:15:37
E,7,50.0832 3.77775,1970-01-01 10:17:47
E,7,50.0736 3.77715,1970-01-01 10:19:45
E,7,50.0763 3.77535,1970-01-01 10:23:38
E,7,50.0754 3.77775,1970-01-01 10:27:41
E,7,50.0685 3.76875,1970-01-01 10:29:43
E,7,50.0766 3.76785,1970-01-01 10:33:40
E,7,50.0652 3.76575,1970-01-01 10:35:34
E,7,50.0637 3.76995,1970-01-01 10:37:38
E,7,50.0784 3.77415,1970-01-01 10:44:04
E,7,50.0907 3.78615,1970-01-01 10:47:57
E,7,50.0895 3.78765,1970-01-01 10:49:59
E,7,50.0892 3.78615,1970-01-01 10:51:59
E,7,50.1057 3.78045,1970-01-01 11:22:11
E,7,50.1228 3.77445,1970-01-01 11:24:02
E,7,50.1267 3.77565,1970-01-01 11:26:05
E,7,50.1258 3.77505,1970-01-01 11:28:16
E,7,50.1264 3.77385,1970-01-01 11:30:29
E,7,50.127 3.76875,1970-01-01 11:32:25
E,7,50.1267 3.76785,1970-01-01 11:34:27
E,7,50.1267 3.76815,1970-01-01 11:36:25
E,7,50.1267 3.76815,1970-01-01 11:38:25
E,7,50.1261 3.76695,1970-01-01 11:40:29
E,7,50.1234 3.76875,1970-01-01 11:44:31
E,7,50.1255 3.76785,1970-01-01 11:46:29
E,7,50.1276 3.76845,1970-01-01 11:48:22
E,7,50.1273 3.76755,1970-01-01 11:50:34
E,9,50.0814 3.80475,1970-01-01 00:00:00
E,9,50.0835 3.80235,1970-01-01 00:06:54
E,9,50.0823 3.80205,1970-01-01 00:09:01
E,9,50.0817 3.80475,1970-01-01 00:18:22
E,9,50.0844 3.80235,1970-01-01 00:20:10
E,9,50.085 3.80325,1970-01-01 00:25:42
E,9,50.0841 3.80385,1970-01-01 00:41:04
E,9,50.0841 3.80385,1970-01-01 00:50:04
E,9,50.0832 3.80415,1970-01-01 00:51:46
E,9,50.0832 3.80655,1970-01-01 00:57:05
E,9,50.0841 3.80655,1970-01-01 01:02:27
E,9,50.0835 3.80445,1970-01-01 01:04:08
E,9,50.0838 3.80565,1970-01-01 01:05:49
E,9,50.0838 3.80505,1970-01-01 01:07:38
E,9,50.0829 3.80445,1970-01-01 01:09:28
E,9,50.0823 3.80235,1970-01-01 01:11:19
E,9,50.0823 3.80355,1970-01-01 01:13:09
E,9,50.0814 3.80415,1970-01-01 01:14:50
E,9,50.0799 3.80625,1970-01-01 01:20:10
E,9,50.0787 3.80055,1970-01-01 01:25:26
